date,symbol,open_price,close_price,high_price,low_price,volume
2020-04-16,MSFT,301,1248.0,698,1259,670547.0
2020-04-17,MSFT,308,340.0,1417,1333,654552.0
2020-04-18,MSFT,734,504.0,445,1255,854502.0
2020-04-19,MSFT,917,873.0,994,561,109739.0
2020-04-20,MSFT,450,1042.0,1217,965,495775.0
2020-04-21,MSFT,202,918.0,333,150,53052.0
2020-04-22,MSFT,1152,465.0,343,154,15801.0
2020-04-23,MSFT,1255,365.0,1222,376,41275.0
2020-04-24,MSFT,1136,424.0,316,1278,538592.0
2020-04-25,MSFT,1157,1172.0,713,1290,891257.0
2020-04-26,MSFT,1419,339.0,672,415,276276.0
2020-04-27,MSFT,1279,712.0,238,435,609140.0
2020-04-28,MSFT,1008,1426.0,365,488,766908.0
2020-04-29,MSFT,568,1398.0,1109,201,432648.0
2020-04-30,MSFT,443,1353.0,1311,1163,673143.0
2020-05-01,MSFT,282,741.0,1121,266,
2020-05-02,MSFT,824,911.0,324,236,789433.0
2020-05-03,MSFT,449,518.0,880,694,116929.0
2020-05-04,MSFT,381,1168.0,1184,1328,778396.0
2020-05-05,MSFT,333,,1120,1392,426129.0
2020-05-06,MSFT,1029,186.0,543,741,560510.0
2020-05-07,MSFT,123,354.0,740,188,656674.0
2020-05-08,MSFT,946,335.0,1429,1050,551607.0
2020-05-09,MSFT,901,1177.0,719,949,361533.0
2020-05-10,MSFT,663,183.0,975,1329,768212.0
2020-05-11,MSFT,1392,463.0,408,847,345071.0
2020-05-12,MSFT,1301,904.0,364,767,476082.0
2020-05-13,MSFT,317,534.0,1281,1398,251392.0
2020-05-14,MSFT,1337,1119.0,382,275,446482.0
2020-05-15,MSFT,1265,1312.0,643,1392,942927.0
2020-05-16,MSFT,1323,,700,1245,557604.0
2020-05-17,MSFT,599,658.0,1287,722,985984.0
2020-05-18,MSFT,960,255.0,730,1387,109938.0
2020-05-19,MSFT,456,1156.0,309,668,48844.0
2020-05-20,MSFT,459,339.0,173,1158,58223.0
2020-05-21,MSFT,1279,1159.0,1541,190,229064.0
2020-05-22,MSFT,623,1355.0,846,1141,695134.0
2020-05-23,MSFT,1414,672.0,918,983,982870.0
2020-05-24,MSFT,230,1037.0,605,896,28318.0
2020-05-25,MSFT,1342,1380.0,295,1155,590302.0
2020-05-26,MSFT,1478,1144.0,603,1385,146423.0
2020-05-27,MSFT,356,,1074,322,387394.0
2020-05-28,MSFT,1451,1083.0,957,615,316309.0
2020-05-29,MSFT,1237,991.0,430,755,778779.0
2020-05-30,MSFT,377,251.0,535,951,371190.0
2020-05-31,MSFT,102,722.0,424,1261,571293.0
2020-06-01,MSFT,372,929.0,504,1183,132625.0
2020-06-02,MSFT,158,1349.0,429,348,152493.0
2020-06-03,MSFT,539,711.0,1126,1079,667039.0
2020-06-04,MSFT,518,1016.0,622,768,335425.0
2020-06-05,MSFT,627,425.0,1322,415,471949.0
2020-06-06,MSFT,1333,1137.0,713,891,71725.0
2020-06-07,MSFT,1258,358.0,1375,1078,583316.0
2020-06-08,MSFT,603,760.0,518,1291,313337.0
2020-06-09,MSFT,837,994.0,966,831,857014.0
2020-06-10,MSFT,1454,,1254,725,807804.0
2020-06-11,MSFT,1045,519.0,1047,902,188630.0
2020-06-12,MSFT,1336,368.0,963,1275,404731.0
2020-06-13,MSFT,684,367.0,1171,1203,509356.0
2020-06-14,MSFT,1214,786.0,580,1055,14421.0
2020-06-15,MSFT,648,1137.0,923,158,599280.0
2020-06-16,MSFT,810,821.0,515,894,536498.0
2020-06-17,MSFT,1484,1351.0,358,1312,707235.0
2020-06-18,MSFT,951,,1068,289,210432.0
2020-06-19,MSFT,1455,969.0,163,328,567519.0
2020-06-20,MSFT,1243,525.0,485,813,456659.0
2020-06-21,MSFT,409,791.0,1124,197,764359.0
2020-06-22,MSFT,374,520.0,960,926,71662.0
2020-06-23,MSFT,148,588.0,236,561,479001.0
2020-06-24,MSFT,1427,1099.0,1009,608,514501.0
2020-06-25,MSFT,800,906.0,787,1174,823121.0
2020-06-26,MSFT,1207,839.0,863,891,656848.0
2020-06-27,MSFT,1190,278.0,642,113,590716.0
2020-06-28,MSFT,167,,194,619,2384.0
2020-06-29,MSFT,678,267.0,1496,755,844433.0
2020-06-30,MSFT,678,1187.0,615,626,276847.0
2020-07-01,MSFT,1444,1029.0,1274,1006,897482.0
2020-07-02,MSFT,738,102.0,1323,238,380049.0
2020-07-03,MSFT,970,424.0,504,1385,114084.0
2020-07-04,MSFT,958,1268.0,1041,930,581022.0
2020-07-05,MSFT,730,443.0,991,359,
2020-07-06,MSFT,1392,275.0,824,923,587449.0
2020-07-07,MSFT,1339,735.0,652,482,725425.0
2020-07-08,MSFT,188,574.0,1066,993,544344.0
2020-07-09,MSFT,1186,293.0,1005,813,216450.0
2020-07-10,MSFT,252,998.0,1173,393,987568.0
2020-07-11,MSFT,1079,1466.0,833,207,918625.0
2020-07-12,MSFT,197,202.0,389,249,655984.0
2020-07-13,MSFT,1473,740.0,272,961,980745.0
2020-07-14,MSFT,816,494.0,478,252,267161.0
2020-07-15,MSFT,826,401.0,893,420,965684.0
2020-07-16,MSFT,1139,1287.0,1410,925,538808.0
2020-07-17,MSFT,1154,293.0,341,914,906610.0
2020-07-18,MSFT,579,120.0,1039,321,914920.0
2020-07-19,MSFT,135,516.0,1329,1229,429389.0
2020-07-20,MSFT,624,1149.0,399,509,626265.0
2020-07-21,MSFT,1320,140.0,1336,651,764292.0
2020-07-22,MSFT,866,144.0,405,1244,239969.0
2020-07-23,MSFT,801,1262.0,1514,1376,
2020-07-24,MSFT,477,174.0,1548,111,267681.0
2020-07-25,MSFT,1478,751.0,520,764,354381.0
2020-07-26,MSFT,1258,1492.0,1086,585,
2020-07-27,MSFT,238,770.0,994,1049,832447.0
2020-07-28,MSFT,269,976.0,690,1369,936669.0
2020-07-29,MSFT,750,492.0,239,906,47820.0
2020-07-30,MSFT,128,1331.0,1528,466,843559.0
2020-07-31,MSFT,957,184.0,1427,1350,951403.0
2020-08-01,MSFT,192,1413.0,1344,526,872525.0
2020-08-02,MSFT,1227,927.0,716,120,925240.0
2020-08-03,MSFT,999,252.0,942,1053,431343.0
2020-08-04,MSFT,1175,176.0,1453,108,241282.0
2020-08-05,MSFT,1482,577.0,829,1240,568953.0
2020-08-06,MSFT,255,439.0,905,1302,794168.0
2020-08-07,MSFT,1245,943.0,1483,1079,860202.0
2020-08-08,MSFT,408,178.0,512,714,458312.0
2020-08-09,MSFT,884,791.0,313,917,521939.0
2020-08-10,MSFT,914,505.0,627,365,417052.0
2020-08-11,MSFT,1371,570.0,899,888,484290.0
2020-08-12,MSFT,719,914.0,1524,1255,916463.0
2020-08-13,MSFT,153,1449.0,1003,1071,656618.0
2020-08-14,MSFT,1123,736.0,1246,274,47240.0
2020-08-15,MSFT,1499,1297.0,488,970,437299.0
2020-08-16,MSFT,761,449.0,318,455,532620.0
2020-08-17,MSFT,942,1287.0,200,686,124395.0
2020-08-18,MSFT,1163,487.0,374,380,629297.0
2020-08-19,MSFT,1104,1386.0,1143,900,234017.0
2020-08-20,MSFT,1369,764.0,919,693,403371.0
2020-08-21,MSFT,1473,733.0,1307,832,429644.0
2020-08-22,MSFT,440,,571,775,20081.0
2020-08-23,MSFT,1060,370.0,1071,1385,406887.0
2020-08-24,MSFT,327,1354.0,1380,446,533429.0
2020-08-25,MSFT,593,772.0,538,1171,499314.0
2020-08-26,MSFT,1123,657.0,1277,584,927078.0
2020-08-27,MSFT,327,1470.0,641,1219,683154.0
2020-08-28,MSFT,1288,571.0,317,1150,498395.0
2020-08-29,MSFT,1338,1439.0,251,390,461426.0
2020-08-30,MSFT,406,911.0,213,640,205776.0
2020-08-31,MSFT,883,1486.0,356,372,744222.0
2020-09-01,MSFT,257,286.0,291,1178,658333.0
2020-09-02,MSFT,100,1103.0,391,896,132780.0
2020-09-03,MSFT,448,908.0,321,1175,599220.0
2020-09-04,MSFT,408,633.0,336,108,236881.0
2020-09-05,MSFT,520,1207.0,514,417,304036.0
2020-09-06,MSFT,584,1124.0,168,1080,862785.0
2020-09-07,MSFT,272,,291,1151,648177.0
2020-09-08,MSFT,916,229.0,1138,1082,887473.0
2020-09-09,MSFT,307,795.0,728,1238,156425.0
2020-09-10,MSFT,265,541.0,1219,635,639126.0
2020-09-11,MSFT,393,1212.0,850,527,635290.0
2020-09-12,MSFT,645,378.0,1525,691,327364.0
2020-09-13,MSFT,520,1180.0,1306,1278,276979.0
2020-09-14,MSFT,681,249.0,651,332,820435.0
2020-09-15,MSFT,1317,979.0,446,716,366214.0
2020-09-16,MSFT,249,1301.0,932,447,842962.0
2020-09-17,MSFT,674,189.0,1282,770,406260.0
2020-09-18,MSFT,1211,1389.0,1037,914,902436.0
2020-09-19,MSFT,163,386.0,688,688,394818.0
2020-09-20,MSFT,1065,832.0,1331,1040,413096.0
2020-09-21,MSFT,1232,809.0,1183,575,689842.0
2020-09-22,MSFT,962,697.0,1248,1023,802833.0
2020-09-23,MSFT,846,363.0,1358,628,517147.0
2020-09-24,MSFT,1222,646.0,1375,991,288821.0
2020-09-25,MSFT,528,255.0,727,1276,421400.0
2020-09-26,MSFT,1232,968.0,1269,274,732618.0
2020-09-27,MSFT,1045,230.0,1488,145,700046.0
2020-09-28,MSFT,671,1375.0,217,627,3267.0
2020-09-29,MSFT,951,958.0,585,309,326158.0
2020-09-30,MSFT,892,705.0,258,138,
2020-10-01,MSFT,396,797.0,435,963,853798.0
2020-10-02,MSFT,1454,895.0,712,1294,146398.0
2020-10-03,MSFT,1139,,1180,895,359903.0
2020-10-04,MSFT,821,1487.0,714,844,541452.0
2020-10-05,MSFT,1411,1015.0,1464,949,394611.0
2020-10-06,MSFT,960,499.0,493,677,228194.0
2020-10-07,MSFT,1137,305.0,999,654,322571.0
2020-10-08,MSFT,1173,788.0,876,272,345098.0
2020-10-09,MSFT,376,373.0,1012,251,279386.0
2020-10-10,MSFT,877,1221.0,1090,1072,725117.0
2020-10-11,MSFT,640,899.0,1242,1127,194532.0
2020-10-12,MSFT,682,,999,346,218342.0
2020-10-13,MSFT,881,215.0,874,955,472068.0
2020-10-14,MSFT,825,1279.0,1336,1131,659216.0
2020-10-15,MSFT,852,413.0,834,725,322378.0
2020-10-16,MSFT,1424,1229.0,513,1172,960449.0
2020-10-17,MSFT,1237,157.0,204,719,903613.0
2020-10-18,MSFT,249,288.0,334,1287,451796.0
2020-10-19,MSFT,184,612.0,1102,1229,120395.0
2020-10-20,MSFT,390,503.0,312,920,684598.0
2020-10-21,MSFT,134,1058.0,312,455,697483.0
2020-10-22,MSFT,1076,490.0,1354,1352,185994.0
2020-10-23,MSFT,826,1017.0,1540,332,782544.0
2020-10-24,MSFT,943,373.0,584,1309,108464.0
2020-10-25,MSFT,843,411.0,363,1322,531015.0
2020-10-26,MSFT,523,1297.0,1103,423,986351.0
2020-10-27,MSFT,1316,1387.0,230,1171,628675.0
2020-10-28,MSFT,433,,269,117,935523.0
2020-10-29,MSFT,1452,1087.0,822,612,202040.0
2020-10-30,MSFT,194,659.0,704,880,882419.0
2020-10-31,MSFT,1087,711.0,1100,1030,236939.0
2020-11-01,MSFT,408,486.0,1018,1131,454657.0
2020-11-02,MSFT,1132,251.0,534,466,395726.0
2020-11-03,MSFT,400,840.0,1237,709,92581.0
2020-11-04,MSFT,863,,367,1010,361458.0
2020-11-05,MSFT,1442,1027.0,1304,452,861601.0
2020-11-06,MSFT,195,488.0,661,1031,366021.0
2020-11-07,MSFT,848,166.0,883,221,520975.0
2020-11-08,MSFT,1367,607.0,1036,418,125825.0
2020-11-09,MSFT,1083,952.0,261,185,794529.0
2020-11-10,MSFT,709,1010.0,1184,460,545169.0
2020-11-11,MSFT,117,1492.0,1483,487,821892.0
2020-11-12,MSFT,819,1257.0,829,1233,932083.0
2020-11-13,MSFT,1422,736.0,990,498,120701.0
2020-11-14,MSFT,940,367.0,578,881,492764.0
2020-11-15,MSFT,1425,1066.0,340,369,228058.0
2020-11-16,MSFT,1344,593.0,693,607,418842.0
2020-11-17,MSFT,278,499.0,1357,1003,300546.0
2020-11-18,MSFT,243,381.0,986,385,5612.0
2020-11-19,MSFT,113,1446.0,1510,1225,578421.0
2020-11-20,MSFT,676,702.0,1304,1394,741171.0
2020-11-21,MSFT,1346,1439.0,1308,604,789443.0
2020-11-22,MSFT,1059,506.0,1531,350,886764.0
2020-11-23,MSFT,1458,1067.0,1244,122,575435.0
2020-11-24,MSFT,131,1111.0,382,643,652578.0
2020-11-25,MSFT,139,236.0,511,631,629873.0
2020-11-26,MSFT,109,672.0,395,1019,615669.0
2020-11-27,MSFT,637,1426.0,172,1007,835841.0
2020-11-28,MSFT,313,760.0,1010,353,46504.0
2020-11-29,MSFT,439,1321.0,399,551,820889.0
2020-11-30,MSFT,1463,1452.0,651,714,354978.0
2020-12-01,MSFT,1487,1146.0,421,840,38255.0
2020-12-02,MSFT,850,699.0,214,1362,451983.0
2020-12-03,MSFT,987,797.0,1545,1302,380977.0
2020-12-04,MSFT,471,705.0,793,1226,491196.0
2020-12-05,MSFT,251,389.0,1164,834,737118.0
2020-12-06,MSFT,1104,783.0,707,106,712620.0
2020-12-07,MSFT,1471,549.0,1113,546,916342.0
2020-12-08,MSFT,1453,1371.0,182,962,365882.0
2020-12-09,MSFT,1408,863.0,249,493,34935.0
2020-12-10,MSFT,676,675.0,1286,475,415916.0
2020-12-11,MSFT,1397,1070.0,1056,165,743606.0
2020-12-12,MSFT,469,429.0,851,961,408043.0
2020-12-13,MSFT,659,1134.0,539,707,848144.0
2020-12-14,MSFT,581,401.0,719,618,26000.0
2020-12-15,MSFT,617,647.0,817,356,573862.0
2020-12-16,MSFT,172,375.0,843,238,683930.0
2020-12-17,MSFT,732,609.0,992,503,783786.0
2020-12-18,MSFT,704,626.0,1521,447,967983.0
2020-12-19,MSFT,646,1437.0,1279,232,991100.0
2020-12-20,MSFT,327,,459,1368,348507.0
2020-12-21,MSFT,964,1425.0,1159,543,38520.0
2020-12-22,MSFT,1432,527.0,443,518,832248.0
2020-12-23,MSFT,376,130.0,1149,343,962739.0
2020-12-24,MSFT,285,348.0,1148,1367,37566.0
2020-12-25,MSFT,997,691.0,449,427,918710.0
2020-12-26,MSFT,1062,108.0,1094,1060,475087.0
2020-12-27,MSFT,977,1249.0,1076,1141,280361.0
2020-12-28,MSFT,1351,670.0,1017,693,114686.0
2020-12-29,MSFT,550,906.0,479,393,
2020-12-30,MSFT,1012,939.0,791,1019,593594.0
2020-12-31,MSFT,1185,697.0,473,1073,961089.0
2021-01-01,MSFT,931,784.0,1099,352,142766.0
2021-01-02,MSFT,376,634.0,725,1283,666469.0
2021-01-03,MSFT,1259,,892,341,310519.0
2021-01-04,MSFT,969,1286.0,509,610,580451.0
2021-01-05,MSFT,662,516.0,1468,941,342430.0
2021-01-06,MSFT,1437,516.0,1445,704,553170.0
2021-01-07,MSFT,1314,367.0,844,847,663018.0
2021-01-08,MSFT,496,137.0,1459,733,347122.0
2021-01-09,MSFT,210,828.0,817,614,331005.0
2021-01-10,MSFT,486,397.0,1284,814,905681.0
2021-01-11,MSFT,960,1109.0,1225,1188,65465.0
2021-01-12,MSFT,621,745.0,1502,589,888345.0
2021-01-13,MSFT,378,160.0,840,841,234692.0
2021-01-14,MSFT,1057,993.0,1193,490,208181.0
2021-01-15,MSFT,1278,1154.0,308,1022,372203.0
2021-01-16,MSFT,456,1458.0,1267,985,164639.0
2021-01-17,MSFT,194,300.0,309,425,173764.0
2021-01-18,MSFT,1364,1121.0,172,1304,180588.0
2021-01-19,MSFT,246,358.0,821,1145,934373.0
2021-01-20,MSFT,594,,422,193,417469.0
2021-01-21,MSFT,466,615.0,480,92,205436.0
2021-01-22,MSFT,922,1404.0,587,108,374825.0
2021-01-23,MSFT,516,1428.0,1201,1129,181120.0
2021-01-24,MSFT,961,447.0,674,1274,696005.0
2021-01-25,MSFT,1381,935.0,445,526,704688.0
2021-01-26,MSFT,697,1475.0,817,936,876790.0
2021-01-27,MSFT,896,524.0,1431,732,770376.0
2021-01-28,MSFT,499,223.0,763,570,489253.0
2021-01-29,MSFT,181,1372.0,614,865,99813.0
2021-01-30,MSFT,1054,385.0,1330,1380,933298.0
2021-01-31,MSFT,819,1347.0,1344,205,124261.0
2021-02-01,MSFT,1125,1240.0,1394,687,9253.0
2021-02-02,MSFT,1434,274.0,407,1152,461510.0
2021-02-03,MSFT,600,1256.0,880,630,677656.0
2021-02-04,MSFT,975,1049.0,1444,905,930979.0
2021-02-05,MSFT,289,519.0,986,275,93692.0
2021-02-06,MSFT,992,117.0,920,461,828242.0
2021-02-07,MSFT,1094,692.0,794,1122,397040.0
2021-02-08,MSFT,804,1117.0,1313,1287,86447.0
2021-02-09,MSFT,968,393.0,1351,392,704593.0
2021-02-10,MSFT,818,827.0,288,949,996772.0
2021-02-11,MSFT,375,515.0,238,669,306702.0
2021-02-12,MSFT,276,744.0,1535,401,977728.0
2021-02-13,MSFT,1394,1034.0,296,214,902491.0
2021-02-14,MSFT,347,792.0,1056,508,909979.0
2021-02-15,MSFT,444,207.0,1441,287,690652.0
2021-02-16,MSFT,374,136.0,342,1329,169519.0
2021-02-17,MSFT,366,565.0,1410,1067,326361.0
2021-02-18,MSFT,1145,1361.0,929,1397,496771.0
2021-02-19,MSFT,1035,1079.0,701,1138,305741.0
2021-02-20,MSFT,653,902.0,646,1159,749758.0
2021-02-21,MSFT,833,566.0,913,1222,691368.0
2021-02-22,MSFT,1009,1497.0,170,1067,499737.0
2021-02-23,MSFT,1004,719.0,302,941,156349.0
2021-02-24,MSFT,1483,604.0,1379,1044,890895.0
2021-02-25,MSFT,1055,100.0,574,717,829481.0
2021-02-26,MSFT,1403,679.0,1344,793,950867.0
2021-02-27,MSFT,341,1454.0,1380,419,31237.0
2021-02-28,MSFT,498,170.0,345,776,590525.0
2021-03-01,MSFT,1328,1368.0,853,386,819260.0
2021-03-02,MSFT,577,968.0,853,422,517644.0
2021-03-03,MSFT,1162,500.0,837,94,803211.0
2021-03-04,MSFT,764,1452.0,632,327,103953.0
2021-03-05,MSFT,193,938.0,1423,655,563181.0
2021-03-06,MSFT,478,571.0,280,1218,111433.0
2021-03-07,MSFT,842,589.0,304,959,683139.0
2021-03-08,MSFT,892,1326.0,719,128,697197.0
2021-03-09,MSFT,828,131.0,339,114,411646.0
2021-03-10,MSFT,955,1139.0,1414,639,575774.0
2021-03-11,MSFT,236,563.0,965,890,684541.0
2021-03-12,MSFT,363,1151.0,992,653,238363.0
2021-03-13,MSFT,193,1495.0,1175,327,905745.0
2021-03-14,MSFT,1465,665.0,1262,386,594494.0
2021-03-15,MSFT,1085,824.0,748,708,593981.0
2021-03-16,MSFT,566,113.0,1474,820,157169.0
2021-03-17,MSFT,1241,974.0,1028,271,325561.0
2021-03-18,MSFT,1050,1329.0,954,915,18501.0
2021-03-19,MSFT,250,243.0,1545,1291,488675.0
2021-03-20,MSFT,206,1200.0,157,510,360695.0
2021-03-21,MSFT,226,1341.0,176,818,659713.0
2021-03-22,MSFT,854,1049.0,1383,1149,528130.0
2021-03-23,MSFT,573,379.0,872,216,123087.0
2021-03-24,MSFT,602,189.0,954,1338,312436.0
2021-03-25,MSFT,929,694.0,1374,146,401158.0
2021-03-26,MSFT,811,343.0,963,261,225189.0
2021-03-27,MSFT,671,105.0,614,609,760954.0
2021-03-28,MSFT,1443,582.0,1113,340,112568.0
2021-03-29,MSFT,225,1051.0,644,1157,295588.0
2021-03-30,MSFT,526,1434.0,1493,982,297642.0
2021-03-31,MSFT,444,1161.0,388,1049,692906.0
2021-04-01,MSFT,1106,1266.0,566,824,743148.0
2021-04-02,MSFT,890,1090.0,841,914,289057.0
2021-04-03,MSFT,604,1388.0,919,161,253094.0
2021-04-04,MSFT,969,689.0,1268,399,874724.0
2021-04-05,MSFT,313,568.0,368,1261,777015.0
2021-04-06,MSFT,1356,964.0,1208,1092,233476.0
2021-04-07,MSFT,685,977.0,675,644,56841.0
2021-04-08,MSFT,1212,188.0,1518,611,605871.0
2021-04-09,MSFT,571,410.0,1219,217,884807.0
2021-04-10,MSFT,353,738.0,1075,428,770432.0
2021-04-11,MSFT,1049,1265.0,280,1282,84663.0
2021-04-12,MSFT,1056,497.0,1470,511,340949.0
2021-04-13,MSFT,349,1439.0,504,622,944815.0
2021-04-14,MSFT,301,887.0,1275,638,532155.0
2021-04-15,MSFT,895,1175.0,1356,258,150228.0
2021-04-16,MSFT,1173,969.0,707,699,906880.0
2021-04-17,MSFT,513,718.0,742,330,431244.0
2021-04-18,MSFT,646,1137.0,244,1235,342596.0
2021-04-19,MSFT,672,579.0,1445,1096,819920.0
2021-04-20,MSFT,668,944.0,611,261,853325.0
2021-04-21,MSFT,1382,237.0,372,1102,710443.0
2021-04-22,MSFT,1293,1250.0,1046,94,534214.0
2021-04-23,MSFT,1483,1462.0,939,1009,704505.0
2021-04-24,MSFT,467,1324.0,469,1280,433426.0
2021-04-25,MSFT,501,500.0,298,1135,242883.0
2021-04-26,MSFT,1498,795.0,574,1289,542081.0
2021-04-27,MSFT,536,1051.0,1124,381,142039.0
2021-04-28,MSFT,1238,355.0,801,684,547201.0
2021-04-29,MSFT,1004,449.0,1489,994,319359.0
2021-04-30,MSFT,1285,938.0,1070,665,773186.0
2021-05-01,MSFT,1329,1160.0,422,831,407216.0
2021-05-02,MSFT,1096,1144.0,529,1359,370238.0
2021-05-03,MSFT,1490,1060.0,593,836,495274.0
2021-05-04,MSFT,907,767.0,420,1160,224916.0
2021-05-05,MSFT,1243,217.0,748,1323,679819.0
2021-05-06,MSFT,646,396.0,348,651,527129.0
2021-05-07,MSFT,193,345.0,711,341,15546.0
2021-05-08,MSFT,239,456.0,450,603,595101.0
