date,symbol,open_price,close_price,high_price,low_price,volume
2020-11-22,AAPL,830,1406.0,1253,1364,451036.0
2020-11-23,AAPL,437,716.0,1071,604,675818.0
2020-11-24,AAPL,229,489.0,939,1182,423294.0
2020-11-25,AAPL,905,303.0,1475,965,460195.0
2020-11-26,AAPL,1050,1330.0,745,1121,872062.0
2020-11-27,AAPL,596,1248.0,1425,858,724097.0
2020-11-28,AAPL,1069,1308.0,262,799,334535.0
2020-11-29,AAPL,959,527.0,713,1099,484485.0
2020-11-30,AAPL,823,523.0,993,339,503774.0
2020-12-01,AAPL,1302,1240.0,1527,170,406650.0
2020-12-02,AAPL,952,392.0,1176,1192,968368.0
2020-12-03,AAPL,1318,246.0,511,862,207381.0
2020-12-04,AAPL,1235,1350.0,788,601,799304.0
2020-12-05,AAPL,236,1154.0,1310,742,718015.0
2020-12-06,AAPL,1208,338.0,1109,455,786160.0
2020-12-07,AAPL,1437,1018.0,895,509,331642.0
2020-12-08,AAPL,1044,1013.0,938,1129,478056.0
2020-12-09,AAPL,1284,1198.0,731,1052,975677.0
2020-12-10,AAPL,354,960.0,941,124,506294.0
2020-12-11,AAPL,990,1041.0,657,835,493373.0
2020-12-12,AAPL,849,668.0,1404,1034,875056.0
2020-12-13,AAPL,934,855.0,421,588,393602.0
2020-12-14,AAPL,1037,210.0,298,632,524671.0
2020-12-15,AAPL,1152,525.0,211,478,433992.0
2020-12-16,AAPL,179,392.0,1426,1378,499875.0
2020-12-17,AAPL,1112,836.0,863,354,673515.0
2020-12-18,AAPL,529,674.0,1202,254,781419.0
2020-12-19,AAPL,429,447.0,1453,1235,45435.0
2020-12-20,AAPL,973,,687,130,185050.0
2020-12-21,AAPL,1165,1150.0,607,554,387669.0
2020-12-22,AAPL,392,835.0,791,678,39323.0
2020-12-23,AAPL,524,370.0,1446,772,902545.0
2020-12-24,AAPL,880,760.0,900,154,503441.0
2020-12-25,AAPL,1478,690.0,1418,1348,791986.0
2020-12-26,AAPL,776,1143.0,925,140,467857.0
2020-12-27,AAPL,809,785.0,1247,1097,319729.0
2020-12-28,AAPL,159,845.0,744,772,11232.0
2020-12-29,AAPL,1459,574.0,1420,861,
2020-12-30,AAPL,1255,1151.0,181,1316,636533.0
2020-12-31,AAPL,265,702.0,288,644,944608.0
2021-01-01,AAPL,1494,288.0,686,1202,634298.0
2021-01-02,AAPL,1210,1371.0,1513,1208,757428.0
2021-01-03,AAPL,114,,546,1166,756158.0
2021-01-04,AAPL,1096,288.0,1247,247,403591.0
2021-01-05,AAPL,759,636.0,1249,997,538163.0
2021-01-06,AAPL,278,1151.0,1255,333,471633.0
2021-01-07,AAPL,464,613.0,491,361,75387.0
2021-01-08,AAPL,393,928.0,984,601,285088.0
2021-01-09,AAPL,1437,866.0,1514,133,550526.0
2021-01-10,AAPL,594,499.0,1120,1288,22293.0
2021-01-11,AAPL,443,292.0,439,443,957506.0
2021-01-12,AAPL,1391,1488.0,1117,1109,761775.0
2021-01-13,AAPL,1414,415.0,1163,869,572305.0
2021-01-14,AAPL,692,1382.0,588,1031,837094.0
2021-01-15,AAPL,1059,436.0,561,1366,551421.0
2021-01-16,AAPL,942,914.0,853,1148,808427.0
2021-01-17,AAPL,936,1179.0,1236,105,683249.0
2021-01-18,AAPL,1319,248.0,997,949,79566.0
2021-01-19,AAPL,716,959.0,1104,1267,173394.0
2021-01-20,AAPL,235,,715,1284,920657.0
2021-01-21,AAPL,334,940.0,1539,398,3370.0
2021-01-22,AAPL,926,431.0,668,723,942142.0
2021-01-23,AAPL,724,1209.0,1511,520,345752.0
2021-01-24,AAPL,358,374.0,1132,195,786216.0
2021-01-25,AAPL,907,1117.0,1451,1319,979967.0
2021-01-26,AAPL,1052,931.0,822,487,114353.0
2021-01-27,AAPL,1196,1481.0,1133,1304,839249.0
2021-01-28,AAPL,725,942.0,1148,108,410929.0
2021-01-29,AAPL,989,1196.0,805,207,841323.0
2021-01-30,AAPL,1492,1474.0,611,1052,67848.0
2021-01-31,AAPL,1492,949.0,742,251,249632.0
2021-02-01,AAPL,334,371.0,1028,208,704955.0
2021-02-02,AAPL,1274,919.0,259,1172,906384.0
2021-02-03,AAPL,770,119.0,318,456,672812.0
2021-02-04,AAPL,214,582.0,1239,625,626545.0
2021-02-05,AAPL,262,658.0,567,1316,661929.0
2021-02-06,AAPL,184,145.0,787,1154,4292.0
2021-02-07,AAPL,1203,1093.0,923,801,552512.0
2021-02-08,AAPL,501,1486.0,966,1005,99500.0
2021-02-09,AAPL,100,776.0,1312,523,650517.0
2021-02-10,AAPL,996,1146.0,803,587,488673.0
2021-02-11,AAPL,326,871.0,348,1326,637430.0
2021-02-12,AAPL,1243,1406.0,1532,898,564609.0
2021-02-13,AAPL,1242,291.0,592,341,710815.0
2021-02-14,AAPL,256,229.0,788,706,44197.0
2021-02-15,AAPL,525,840.0,1302,817,628282.0
2021-02-16,AAPL,953,1289.0,1033,971,565302.0
2021-02-17,AAPL,1098,1205.0,1184,540,981827.0
2021-02-18,AAPL,1297,649.0,1484,1274,158620.0
2021-02-19,AAPL,314,572.0,216,321,868643.0
2021-02-20,AAPL,1211,852.0,446,788,10231.0
2021-02-21,AAPL,343,1090.0,1181,295,974552.0
2021-02-22,AAPL,1135,702.0,839,1111,420289.0
2021-02-23,AAPL,506,1015.0,839,1211,542080.0
2021-02-24,AAPL,1024,979.0,1306,576,228469.0
2021-02-25,AAPL,934,1471.0,1392,194,841089.0
2021-02-26,AAPL,193,881.0,799,975,844584.0
2021-02-27,AAPL,1483,1375.0,255,1394,105255.0
2021-02-28,AAPL,410,932.0,761,1282,624764.0
2021-03-01,AAPL,782,850.0,454,1290,951239.0
2021-03-02,AAPL,190,1418.0,1218,1007,887090.0
2021-03-03,AAPL,245,174.0,764,945,326095.0
2021-03-04,AAPL,244,842.0,737,469,607646.0
2021-03-05,AAPL,1180,145.0,471,858,630212.0
2021-03-06,AAPL,345,679.0,1086,1093,641734.0
2021-03-07,AAPL,866,1076.0,256,398,920601.0
2021-03-08,AAPL,274,300.0,251,120,16474.0
2021-03-09,AAPL,1191,780.0,252,1328,79543.0
2021-03-10,AAPL,1364,337.0,1117,622,314114.0
2021-03-11,AAPL,1042,824.0,567,1395,110233.0
2021-03-12,AAPL,896,1410.0,251,543,106543.0
2021-03-13,AAPL,392,496.0,1062,453,927677.0
2021-03-14,AAPL,1155,207.0,451,560,70521.0
2021-03-15,AAPL,1428,864.0,168,1262,248979.0
2021-03-16,AAPL,652,570.0,1164,1323,108116.0
2021-03-17,AAPL,734,1287.0,1155,241,232002.0
2021-03-18,AAPL,1017,1463.0,205,399,215267.0
2021-03-19,AAPL,1311,1362.0,611,463,410850.0
2021-03-20,AAPL,355,1172.0,650,215,359266.0
2021-03-21,AAPL,420,341.0,945,490,654302.0
2021-03-22,AAPL,1152,659.0,1222,422,733890.0
2021-03-23,AAPL,1131,672.0,818,1252,824948.0
2021-03-24,AAPL,655,498.0,262,249,204988.0
2021-03-25,AAPL,1470,692.0,890,438,984480.0
2021-03-26,AAPL,233,493.0,682,1206,690528.0
2021-03-27,AAPL,1456,1217.0,1512,210,373504.0
2021-03-28,AAPL,1337,122.0,1388,1147,685538.0
2021-03-29,AAPL,701,758.0,1401,446,359980.0
2021-03-30,AAPL,1109,717.0,1447,1120,35169.0
2021-03-31,AAPL,189,1204.0,387,1176,90982.0
2021-04-01,AAPL,1114,1046.0,562,435,307284.0
2021-04-02,AAPL,1145,1087.0,1420,1117,909354.0
2021-04-03,AAPL,714,1023.0,435,535,756733.0
2021-04-04,AAPL,207,355.0,827,1289,362176.0
2021-04-05,AAPL,265,326.0,622,168,142882.0
2021-04-06,AAPL,680,733.0,339,943,751053.0
2021-04-07,AAPL,513,569.0,1433,1344,911689.0
2021-04-08,AAPL,1274,1110.0,817,314,34677.0
2021-04-09,AAPL,132,229.0,1338,724,51432.0
2021-04-10,AAPL,931,1268.0,572,1178,336428.0
2021-04-11,AAPL,110,628.0,977,488,336666.0
2021-04-12,AAPL,1457,863.0,222,192,204168.0
2021-04-13,AAPL,775,243.0,1151,1028,423351.0
2021-04-14,AAPL,1029,1452.0,346,779,921288.0
2021-04-15,AAPL,1483,1407.0,331,1022,364042.0
2021-04-16,AAPL,724,688.0,801,1145,851432.0
2021-04-17,AAPL,612,252.0,208,1364,517920.0
2021-04-18,AAPL,182,1021.0,909,1246,348882.0
2021-04-19,AAPL,1382,532.0,1504,260,114630.0
2021-04-20,AAPL,114,1110.0,1019,561,523644.0
2021-04-21,AAPL,422,847.0,1384,680,878088.0
2021-04-22,AAPL,1411,548.0,302,544,809541.0
2021-04-23,AAPL,1004,1441.0,1365,1001,875318.0
2021-04-24,AAPL,1201,1218.0,365,973,832483.0
2021-04-25,AAPL,1293,765.0,663,301,30610.0
2021-04-26,AAPL,254,799.0,300,541,826530.0
2021-04-27,AAPL,715,297.0,1127,105,143623.0
2021-04-28,AAPL,1464,188.0,603,1124,200454.0
2021-04-29,AAPL,635,1217.0,330,96,821871.0
2021-04-30,AAPL,1472,1370.0,585,700,529654.0
2021-05-01,AAPL,991,1138.0,716,1049,195401.0
2021-05-02,AAPL,965,1161.0,325,617,620953.0
2021-05-03,AAPL,926,626.0,271,535,528377.0
2021-05-04,AAPL,654,775.0,673,808,100207.0
2021-05-05,AAPL,1171,286.0,610,1280,995505.0
2021-05-06,AAPL,954,1269.0,648,748,178512.0
2021-05-07,AAPL,997,363.0,293,551,292861.0
