date,symbol,open_price,close_price,high_price,low_price,volume
2020-03-17,GOOG,1240,447.0,209,676,587262.0
2020-03-18,GOOG,199,1176.0,776,1294,554821.0
2020-03-19,GOOG,140,818.0,1056,773,176967.0
2020-03-20,GOOG,202,,1409,1385,335765.0
2020-03-21,GOOG,885,1368.0,1139,1027,665265.0
2020-03-22,GOOG,1116,161.0,241,1145,676960.0
2020-03-23,GOOG,951,741.0,520,1321,862674.0
2020-03-24,GOOG,588,298.0,768,662,323950.0
2020-03-25,GOOG,431,1167.0,765,161,696095.0
2020-03-26,GOOG,292,543.0,876,1122,627218.0
2020-03-27,GOOG,1245,1051.0,904,679,308920.0
2020-03-28,GOOG,1039,1009.0,398,1127,609507.0
2020-03-29,GOOG,846,603.0,1208,354,
2020-03-30,GOOG,740,412.0,1186,582,484329.0
2020-03-31,GOOG,424,497.0,1331,1320,457181.0
2020-04-01,GOOG,479,1096.0,1374,779,197958.0
2020-04-02,GOOG,537,1313.0,1058,953,761628.0
2020-04-03,GOOG,1455,1314.0,1261,722,973903.0
2020-04-04,GOOG,1413,1103.0,1450,877,588206.0
2020-04-05,GOOG,406,1258.0,737,855,735316.0
2020-04-06,GOOG,303,1211.0,1048,1398,752963.0
2020-04-07,GOOG,965,345.0,859,759,100898.0
2020-04-08,GOOG,1161,1392.0,812,1193,843934.0
2020-04-09,GOOG,1281,1285.0,996,210,510122.0
2020-04-10,GOOG,646,1114.0,724,570,670135.0
2020-04-11,GOOG,654,333.0,400,131,708736.0
2020-04-12,GOOG,1319,453.0,1407,185,350655.0
2020-04-13,GOOG,384,437.0,1113,681,
2020-04-14,GOOG,558,628.0,1143,339,315029.0
2020-04-15,GOOG,1179,1164.0,1207,814,845706.0
2020-04-16,GOOG,454,105.0,1432,1369,503111.0
2020-04-17,GOOG,941,963.0,230,657,359855.0
2020-04-18,GOOG,509,632.0,991,544,150701.0
2020-04-19,GOOG,130,280.0,397,276,565657.0
2020-04-20,GOOG,350,517.0,1520,1337,291898.0
2020-04-21,GOOG,119,729.0,1157,220,145933.0
2020-04-22,GOOG,1123,160.0,1213,567,241073.0
2020-04-23,GOOG,1116,1263.0,1049,336,932923.0
2020-04-24,GOOG,967,844.0,1293,237,523927.0
2020-04-25,GOOG,183,643.0,793,1004,864319.0
2020-04-26,GOOG,854,1109.0,713,665,969480.0
2020-04-27,GOOG,665,1217.0,355,1352,115678.0
2020-04-28,GOOG,877,510.0,1425,936,468159.0
2020-04-29,GOOG,701,993.0,390,1169,556680.0
2020-04-30,GOOG,562,1063.0,1352,406,849888.0
2020-05-01,GOOG,1350,661.0,1221,899,
2020-05-02,GOOG,702,329.0,614,398,280048.0
2020-05-03,GOOG,1174,1294.0,380,395,826539.0
2020-05-04,GOOG,212,967.0,614,667,956408.0
2020-05-05,GOOG,295,,1101,946,843616.0
2020-05-06,GOOG,1434,459.0,996,183,143361.0
2020-05-07,GOOG,1054,887.0,365,843,654579.0
2020-05-08,GOOG,698,405.0,1022,1378,644460.0
2020-05-09,GOOG,1272,700.0,200,492,225997.0
2020-05-10,GOOG,105,1143.0,1214,651,189314.0
2020-05-11,GOOG,927,522.0,1309,462,329093.0
2020-05-12,GOOG,736,1330.0,681,1140,420931.0
2020-05-13,GOOG,662,471.0,491,108,231338.0
2020-05-14,GOOG,1001,1390.0,528,1000,994467.0
2020-05-15,GOOG,1309,817.0,563,1386,333331.0
2020-05-16,GOOG,671,,1332,258,417398.0
2020-05-17,GOOG,412,868.0,1446,607,294169.0
2020-05-18,GOOG,1418,1488.0,1225,1073,428942.0
2020-05-19,GOOG,1345,164.0,837,1028,806823.0
2020-05-20,GOOG,688,197.0,813,413,135005.0
2020-05-21,GOOG,1009,146.0,632,1058,747365.0
2020-05-22,GOOG,191,946.0,253,493,895552.0
2020-05-23,GOOG,398,348.0,1430,545,1402.0
2020-05-24,GOOG,538,1064.0,332,666,711232.0
2020-05-25,GOOG,1281,1201.0,1316,612,275371.0
2020-05-26,GOOG,364,879.0,990,1124,233546.0
2020-05-27,GOOG,1045,,1326,503,117671.0
2020-05-28,GOOG,629,700.0,562,614,111339.0
2020-05-29,GOOG,1484,657.0,1541,1163,701662.0
2020-05-30,GOOG,1009,1063.0,216,1239,801309.0
2020-05-31,GOOG,807,294.0,969,1113,556672.0
2020-06-01,GOOG,895,505.0,561,383,859428.0
2020-06-02,GOOG,302,728.0,218,1065,996054.0
2020-06-03,GOOG,1018,1487.0,1544,1305,10846.0
2020-06-04,GOOG,1240,880.0,300,937,213237.0
2020-06-05,GOOG,1211,1233.0,1399,377,336107.0
2020-06-06,GOOG,1017,1204.0,267,507,50825.0
2020-06-07,GOOG,1063,421.0,504,1051,565233.0
2020-06-08,GOOG,941,859.0,1464,380,98415.0
2020-06-09,GOOG,781,794.0,947,860,245433.0
2020-06-10,GOOG,1480,,769,336,586101.0
2020-06-11,GOOG,924,1186.0,244,637,996654.0
2020-06-12,GOOG,366,254.0,666,855,72970.0
2020-06-13,GOOG,676,433.0,1349,1085,98464.0
2020-06-14,GOOG,495,702.0,705,861,8375.0
2020-06-15,GOOG,1365,938.0,332,397,54486.0
2020-06-16,GOOG,787,236.0,1357,865,853130.0
2020-06-17,GOOG,748,735.0,1213,320,227267.0
2020-06-18,GOOG,131,,657,151,505686.0
2020-06-19,GOOG,1081,1130.0,220,146,928906.0
2020-06-20,GOOG,318,195.0,549,453,512978.0
2020-06-21,GOOG,1429,1332.0,960,909,113547.0
2020-06-22,GOOG,810,696.0,898,532,820553.0
2020-06-23,GOOG,440,1350.0,779,1122,97863.0
2020-06-24,GOOG,1039,1069.0,1300,597,251206.0
2020-06-25,GOOG,1226,948.0,1382,184,122904.0
2020-06-26,GOOG,656,850.0,1154,351,905315.0
2020-06-27,GOOG,213,1264.0,1199,1181,666951.0
2020-06-28,GOOG,1490,,694,589,121084.0
2020-06-29,GOOG,794,1017.0,1044,996,882211.0
2020-06-30,GOOG,1001,689.0,598,1114,859602.0
2020-07-01,GOOG,504,548.0,1098,1367,529235.0
2020-07-02,GOOG,1437,1306.0,761,872,145854.0
2020-07-03,GOOG,663,1310.0,343,777,726943.0
2020-07-04,GOOG,1323,1085.0,449,1387,186367.0
2020-07-05,GOOG,1087,1047.0,614,893,
2020-07-06,GOOG,396,1407.0,596,544,763097.0
2020-07-07,GOOG,795,977.0,1394,899,56204.0
2020-07-08,GOOG,251,580.0,906,1126,493709.0
2020-07-09,GOOG,486,445.0,694,1303,518881.0
2020-07-10,GOOG,103,372.0,1480,259,483374.0
2020-07-11,GOOG,984,385.0,1076,342,937804.0
2020-07-12,GOOG,704,660.0,634,1338,410437.0
2020-07-13,GOOG,1052,1277.0,1126,1032,782485.0
2020-07-14,GOOG,730,1489.0,635,944,783427.0
2020-07-15,GOOG,903,471.0,423,1017,605734.0
2020-07-16,GOOG,1212,229.0,881,388,257059.0
2020-07-17,GOOG,324,342.0,339,1207,256178.0
2020-07-18,GOOG,1372,1127.0,484,294,310600.0
2020-07-19,GOOG,1192,1142.0,186,1052,32430.0
2020-07-20,GOOG,1233,1485.0,397,983,160828.0
2020-07-21,GOOG,1184,167.0,424,418,970328.0
2020-07-22,GOOG,1480,647.0,209,795,906899.0
2020-07-23,GOOG,389,852.0,1331,634,
2020-07-24,GOOG,441,1324.0,1512,414,822726.0
2020-07-25,GOOG,1206,980.0,543,536,975563.0
2020-07-26,GOOG,230,373.0,1338,337,
2020-07-27,GOOG,396,432.0,309,228,770664.0
2020-07-28,GOOG,761,321.0,1520,1151,21778.0
2020-07-29,GOOG,1110,329.0,378,667,348049.0
2020-07-30,GOOG,269,650.0,364,1385,582280.0
2020-07-31,GOOG,807,1440.0,623,762,81949.0
2020-08-01,GOOG,742,1169.0,582,283,601060.0
2020-08-02,GOOG,512,470.0,1279,428,247463.0
2020-08-03,GOOG,182,1354.0,580,197,462345.0
2020-08-04,GOOG,949,838.0,1237,486,821020.0
2020-08-05,GOOG,1299,162.0,478,1049,221450.0
2020-08-06,GOOG,1245,379.0,931,1085,682748.0
2020-08-07,GOOG,151,316.0,781,1352,716208.0
2020-08-08,GOOG,173,121.0,785,1326,905991.0
2020-08-09,GOOG,257,108.0,931,278,267395.0
2020-08-10,GOOG,607,810.0,261,887,174868.0
2020-08-11,GOOG,1127,1029.0,475,141,33262.0
2020-08-12,GOOG,414,814.0,1492,436,686687.0
2020-08-13,GOOG,1199,178.0,189,1073,722123.0
2020-08-14,GOOG,842,215.0,309,809,256954.0
2020-08-15,GOOG,126,199.0,1405,460,381744.0
2020-08-16,GOOG,318,942.0,1394,1248,581871.0
2020-08-17,GOOG,199,856.0,792,1129,655421.0
2020-08-18,GOOG,1281,971.0,1115,477,836656.0
2020-08-19,GOOG,686,847.0,183,364,451751.0
2020-08-20,GOOG,386,1275.0,205,162,232376.0
2020-08-21,GOOG,1494,366.0,1216,164,479383.0
2020-08-22,GOOG,445,,809,1149,650754.0
2020-08-23,GOOG,1330,1455.0,268,792,403608.0
2020-08-24,GOOG,788,488.0,1336,697,468916.0
2020-08-25,GOOG,129,601.0,1379,963,793153.0
2020-08-26,GOOG,626,1486.0,1346,1221,148523.0
2020-08-27,GOOG,331,174.0,1491,242,190419.0
2020-08-28,GOOG,566,873.0,1226,628,974092.0
2020-08-29,GOOG,1145,414.0,1532,139,592810.0
2020-08-30,GOOG,1422,1078.0,1462,458,466992.0
2020-08-31,GOOG,989,1411.0,506,650,55772.0
2020-09-01,GOOG,688,684.0,1508,893,986715.0
2020-09-02,GOOG,338,174.0,1166,1229,518548.0
2020-09-03,GOOG,570,1068.0,226,178,631306.0
2020-09-04,GOOG,1188,105.0,1168,1332,153501.0
2020-09-05,GOOG,878,716.0,223,765,569554.0
2020-09-06,GOOG,1134,1198.0,726,692,255703.0
2020-09-07,GOOG,519,,945,676,920798.0
2020-09-08,GOOG,704,1324.0,873,980,41892.0
2020-09-09,GOOG,1283,743.0,1530,1397,312069.0
2020-09-10,GOOG,1224,450.0,414,1215,750463.0
2020-09-11,GOOG,281,316.0,1199,1361,216317.0
2020-09-12,GOOG,181,1143.0,834,1355,606855.0
2020-09-13,GOOG,1114,954.0,494,950,631710.0
2020-09-14,GOOG,819,271.0,769,1046,211861.0
2020-09-15,GOOG,1056,1096.0,408,1283,811490.0
2020-09-16,GOOG,622,349.0,1215,1325,148521.0
2020-09-17,GOOG,174,1074.0,897,1117,299867.0
2020-09-18,GOOG,391,1114.0,1397,545,901685.0
2020-09-19,GOOG,717,1499.0,1547,718,164398.0
2020-09-20,GOOG,1251,237.0,1397,302,49715.0
2020-09-21,GOOG,1062,1186.0,260,970,23377.0
2020-09-22,GOOG,636,1438.0,1056,697,474610.0
2020-09-23,GOOG,302,1198.0,753,120,349537.0
2020-09-24,GOOG,553,564.0,192,709,680080.0
2020-09-25,GOOG,959,532.0,1270,638,234670.0
2020-09-26,GOOG,396,210.0,1514,945,668294.0
2020-09-27,GOOG,708,1282.0,819,872,558489.0
2020-09-28,GOOG,892,106.0,1198,684,137691.0
2020-09-29,GOOG,1167,1130.0,884,924,791676.0
2020-09-30,GOOG,1092,557.0,209,894,
2020-10-01,GOOG,447,1078.0,1147,1343,417336.0
2020-10-02,GOOG,139,1197.0,1229,1378,277994.0
2020-10-03,GOOG,1179,,1458,330,259036.0
2020-10-04,GOOG,294,1236.0,195,475,577322.0
2020-10-05,GOOG,1410,892.0,1149,285,614571.0
2020-10-06,GOOG,805,514.0,242,922,298826.0
2020-10-07,GOOG,1196,431.0,1162,221,306393.0
2020-10-08,GOOG,848,775.0,931,590,428998.0
2020-10-09,GOOG,960,907.0,1083,129,289596.0
2020-10-10,GOOG,842,724.0,455,828,235196.0
2020-10-11,GOOG,1431,1002.0,936,228,942076.0
2020-10-12,GOOG,1478,,765,176,313789.0
2020-10-13,GOOG,632,1394.0,502,409,94521.0
2020-10-14,GOOG,243,624.0,1481,791,528154.0
2020-10-15,GOOG,1089,1396.0,1141,707,310401.0
2020-10-16,GOOG,275,396.0,1391,873,969723.0
2020-10-17,GOOG,1437,857.0,1226,671,976542.0
2020-10-18,GOOG,1261,946.0,505,327,407740.0
2020-10-19,GOOG,613,1089.0,449,163,599785.0
2020-10-20,GOOG,971,372.0,932,1393,747871.0
2020-10-21,GOOG,554,1346.0,343,434,222405.0
2020-10-22,GOOG,279,800.0,844,583,987848.0
2020-10-23,GOOG,1395,1324.0,1030,671,731886.0
2020-10-24,GOOG,436,202.0,1172,855,361968.0
2020-10-25,GOOG,1014,376.0,674,522,345734.0
2020-10-26,GOOG,620,1006.0,264,911,449361.0
2020-10-27,GOOG,223,164.0,489,134,384980.0
2020-10-28,GOOG,838,,192,304,492963.0
2020-10-29,GOOG,1127,142.0,486,789,736646.0
2020-10-30,GOOG,106,590.0,933,546,703128.0
2020-10-31,GOOG,1195,265.0,773,383,297104.0
2020-11-01,GOOG,1040,609.0,1145,710,795829.0
2020-11-02,GOOG,1154,854.0,1351,1325,608598.0
2020-11-03,GOOG,579,319.0,703,1042,831141.0
2020-11-04,GOOG,518,,1437,922,775277.0
2020-11-05,GOOG,878,1154.0,709,551,254755.0
2020-11-06,GOOG,1496,749.0,1426,908,410264.0
2020-11-07,GOOG,1362,1291.0,480,1101,407796.0
2020-11-08,GOOG,1009,700.0,658,143,731159.0
2020-11-09,GOOG,274,167.0,885,1399,648901.0
2020-11-10,GOOG,468,539.0,719,1010,348697.0
2020-11-11,GOOG,570,667.0,1319,511,531769.0
2020-11-12,GOOG,657,1197.0,1056,452,245264.0
2020-11-13,GOOG,784,166.0,618,140,288096.0
2020-11-14,GOOG,319,1476.0,600,662,73679.0
2020-11-15,GOOG,218,1043.0,1402,1220,284180.0
2020-11-16,GOOG,1490,891.0,1310,359,522517.0
2020-11-17,GOOG,1164,1406.0,1195,958,539141.0
2020-11-18,GOOG,1203,1227.0,1385,961,381560.0
2020-11-19,GOOG,281,1135.0,1127,636,462347.0
2020-11-20,GOOG,1066,1044.0,958,1218,893922.0
2020-11-21,GOOG,743,956.0,630,1003,777484.0
2020-11-22,GOOG,230,529.0,1354,599,197119.0
2020-11-23,GOOG,994,224.0,241,372,567965.0
2020-11-24,GOOG,930,1071.0,505,421,315853.0
2020-11-25,GOOG,1204,1289.0,1146,796,423431.0
2020-11-26,GOOG,312,1200.0,310,301,527299.0
2020-11-27,GOOG,390,202.0,625,492,16932.0
2020-11-28,GOOG,1255,481.0,964,521,952490.0
2020-11-29,GOOG,1183,440.0,1287,929,446222.0
2020-11-30,GOOG,117,419.0,354,586,623114.0
2020-12-01,GOOG,376,702.0,486,524,353534.0
2020-12-02,GOOG,638,455.0,1251,1381,306652.0
2020-12-03,GOOG,302,375.0,813,391,261151.0
2020-12-04,GOOG,913,1064.0,1136,1252,377792.0
2020-12-05,GOOG,1172,460.0,949,1126,861996.0
2020-12-06,GOOG,345,1462.0,248,280,169289.0
2020-12-07,GOOG,1201,740.0,1281,292,902671.0
2020-12-08,GOOG,966,1446.0,1046,168,852226.0
2020-12-09,GOOG,1057,1483.0,440,1150,455740.0
2020-12-10,GOOG,1188,718.0,476,478,729941.0
2020-12-11,GOOG,1328,245.0,1024,660,402251.0
2020-12-12,GOOG,963,1122.0,444,392,760439.0
2020-12-13,GOOG,489,1253.0,1033,1277,937978.0
2020-12-14,GOOG,1066,462.0,839,282,595755.0
2020-12-15,GOOG,905,350.0,446,1228,294144.0
2020-12-16,GOOG,859,1480.0,238,349,840888.0
2020-12-17,GOOG,551,1137.0,1164,204,507841.0
2020-12-18,GOOG,385,332.0,1155,827,565969.0
2020-12-19,GOOG,1265,968.0,1305,929,215462.0
2020-12-20,GOOG,1459,,1102,419,849169.0
2020-12-21,GOOG,1328,1248.0,213,723,940144.0
2020-12-22,GOOG,1467,586.0,820,359,721734.0
2020-12-23,GOOG,1411,140.0,387,1309,657988.0
2020-12-24,GOOG,522,1362.0,786,920,893017.0
2020-12-25,GOOG,950,576.0,407,146,902084.0
2020-12-26,GOOG,933,278.0,476,389,485746.0
2020-12-27,GOOG,1161,1068.0,396,1220,815431.0
2020-12-28,GOOG,1473,287.0,989,762,816579.0
2020-12-29,GOOG,1283,434.0,1215,335,
2020-12-30,GOOG,177,591.0,530,326,733487.0
2020-12-31,GOOG,422,447.0,819,826,441338.0
2021-01-01,GOOG,1164,873.0,197,151,231440.0
2021-01-02,GOOG,983,1068.0,670,905,916339.0
2021-01-03,GOOG,106,,582,208,428513.0
2021-01-04,GOOG,988,469.0,1502,765,838782.0
2021-01-05,GOOG,763,727.0,1256,262,683280.0
2021-01-06,GOOG,1244,756.0,435,397,194500.0
2021-01-07,GOOG,984,997.0,1547,787,457149.0
2021-01-08,GOOG,208,1094.0,1309,298,282903.0
2021-01-09,GOOG,711,763.0,1042,805,282219.0
2021-01-10,GOOG,1057,1143.0,916,1072,652194.0
2021-01-11,GOOG,710,1309.0,487,544,197740.0
2021-01-12,GOOG,436,371.0,158,1095,712652.0
2021-01-13,GOOG,250,797.0,1291,797,620511.0
2021-01-14,GOOG,987,1242.0,931,220,320444.0
2021-01-15,GOOG,821,127.0,324,696,780464.0
2021-01-16,GOOG,951,1011.0,379,124,302445.0
2021-01-17,GOOG,199,677.0,1538,1393,31478.0
2021-01-18,GOOG,1207,1259.0,602,210,344514.0
2021-01-19,GOOG,1082,1425.0,1001,218,674055.0
2021-01-20,GOOG,814,,330,144,522700.0
2021-01-21,GOOG,1486,480.0,1249,676,431053.0
2021-01-22,GOOG,551,440.0,447,1210,689794.0
2021-01-23,GOOG,575,533.0,1523,797,953801.0
2021-01-24,GOOG,776,158.0,738,495,698950.0
2021-01-25,GOOG,140,1360.0,1033,489,982573.0
2021-01-26,GOOG,805,1116.0,1386,450,773561.0
2021-01-27,GOOG,941,1162.0,1409,1334,81784.0
2021-01-28,GOOG,365,168.0,420,1170,86698.0
2021-01-29,GOOG,1117,745.0,1533,784,727695.0
2021-01-30,GOOG,675,214.0,593,790,634692.0
2021-01-31,GOOG,329,912.0,1374,223,286523.0
2021-02-01,GOOG,1451,258.0,1272,730,381665.0
2021-02-02,GOOG,1277,988.0,955,641,761665.0
2021-02-03,GOOG,560,332.0,565,645,323558.0
2021-02-04,GOOG,1272,1477.0,765,190,605114.0
2021-02-05,GOOG,1117,441.0,506,1055,550377.0
2021-02-06,GOOG,342,797.0,1379,1286,75843.0
2021-02-07,GOOG,1470,1327.0,522,709,144327.0
2021-02-08,GOOG,1032,1452.0,966,1025,945197.0
2021-02-09,GOOG,920,876.0,787,1001,314089.0
2021-02-10,GOOG,345,1162.0,347,845,343276.0
2021-02-11,GOOG,812,1062.0,1128,1187,171306.0
2021-02-12,GOOG,898,1487.0,1057,1361,800220.0
2021-02-13,GOOG,1400,1359.0,220,1109,157126.0
2021-02-14,GOOG,1441,903.0,1488,697,936066.0
2021-02-15,GOOG,227,648.0,1315,950,387905.0
2021-02-16,GOOG,611,1227.0,991,1128,667375.0
2021-02-17,GOOG,1471,1420.0,1070,1004,85213.0
2021-02-18,GOOG,233,240.0,1526,603,83576.0
2021-02-19,GOOG,574,104.0,313,278,581168.0
2021-02-20,GOOG,1186,109.0,649,1287,613790.0
2021-02-21,GOOG,490,503.0,370,822,684546.0
2021-02-22,GOOG,631,767.0,1356,1068,642092.0
2021-02-23,GOOG,782,283.0,176,1079,646003.0
2021-02-24,GOOG,684,816.0,1416,112,549210.0
2021-02-25,GOOG,1145,903.0,956,560,350580.0
2021-02-26,GOOG,714,1182.0,483,1396,863309.0
2021-02-27,GOOG,575,131.0,1186,107,720592.0
2021-02-28,GOOG,1178,400.0,506,1238,253184.0
2021-03-01,GOOG,1127,809.0,911,710,818713.0
2021-03-02,GOOG,385,187.0,657,416,925830.0
2021-03-03,GOOG,1440,531.0,765,527,811632.0
2021-03-04,GOOG,169,946.0,1276,892,274280.0
2021-03-05,GOOG,1483,383.0,1357,218,674833.0
2021-03-06,GOOG,418,351.0,621,807,306968.0
2021-03-07,GOOG,1359,399.0,734,431,368567.0
2021-03-08,GOOG,107,232.0,1533,405,879668.0
2021-03-09,GOOG,662,1122.0,771,543,569864.0
2021-03-10,GOOG,1067,186.0,774,1340,335516.0
2021-03-11,GOOG,1038,1110.0,480,127,595076.0
2021-03-12,GOOG,1254,1086.0,1291,739,179696.0
2021-03-13,GOOG,270,1442.0,710,1031,156481.0
2021-03-14,GOOG,1293,346.0,798,1392,41402.0
2021-03-15,GOOG,140,1199.0,1528,1021,84170.0
2021-03-16,GOOG,187,1062.0,1086,422,435931.0
2021-03-17,GOOG,178,137.0,312,1202,16634.0
2021-03-18,GOOG,713,201.0,753,662,898681.0
2021-03-19,GOOG,926,796.0,896,870,514061.0
2021-03-20,GOOG,636,245.0,462,839,322551.0
2021-03-21,GOOG,211,236.0,1332,387,602384.0
2021-03-22,GOOG,932,823.0,162,847,140727.0
2021-03-23,GOOG,508,287.0,1199,117,43475.0
2021-03-24,GOOG,1490,108.0,1293,959,123258.0
2021-03-25,GOOG,683,879.0,1147,239,268422.0
2021-03-26,GOOG,1186,364.0,699,302,724386.0
2021-03-27,GOOG,1247,874.0,430,140,677303.0
2021-03-28,GOOG,287,914.0,577,1033,726825.0
2021-03-29,GOOG,790,1481.0,1213,192,531793.0
2021-03-30,GOOG,159,234.0,1072,1394,72888.0
2021-03-31,GOOG,1293,958.0,721,328,467873.0
2021-04-01,GOOG,1364,335.0,480,936,356941.0
2021-04-02,GOOG,1205,1183.0,1007,516,680223.0
2021-04-03,GOOG,933,863.0,458,750,498123.0
2021-04-04,GOOG,296,911.0,613,807,781405.0
2021-04-05,GOOG,791,1188.0,542,846,408432.0
2021-04-06,GOOG,1056,1042.0,1282,555,462862.0
2021-04-07,GOOG,423,447.0,681,403,677207.0
2021-04-08,GOOG,655,1147.0,293,1281,983447.0
2021-04-09,GOOG,812,885.0,543,1178,924413.0
2021-04-10,GOOG,1478,112.0,642,1174,514382.0
2021-04-11,GOOG,1414,1124.0,593,358,208906.0
2021-04-12,GOOG,122,1239.0,777,679,384592.0
2021-04-13,GOOG,417,1099.0,848,560,734073.0
2021-04-14,GOOG,728,1302.0,576,361,264564.0
2021-04-15,GOOG,441,1435.0,625,1067,616994.0
2021-04-16,GOOG,1142,1252.0,460,652,931969.0
2021-04-17,GOOG,1451,230.0,1014,236,630185.0
2021-04-18,GOOG,918,338.0,1154,987,90465.0
2021-04-19,GOOG,738,1000.0,204,1049,71978.0
2021-04-20,GOOG,401,640.0,535,931,351637.0
2021-04-21,GOOG,545,812.0,248,856,762379.0
2021-04-22,GOOG,548,843.0,1012,567,686728.0
2021-04-23,GOOG,1317,597.0,1380,390,452389.0
2021-04-24,GOOG,292,1109.0,986,1391,753924.0
2021-04-25,GOOG,1310,1361.0,423,561,420772.0
2021-04-26,GOOG,1228,988.0,749,1355,868387.0
2021-04-27,GOOG,1277,373.0,1196,1170,835754.0
2021-04-28,GOOG,1091,648.0,645,174,849315.0
2021-04-29,GOOG,528,343.0,1534,711,421784.0
2021-04-30,GOOG,737,195.0,305,799,438323.0
2021-05-01,GOOG,1281,605.0,226,712,130993.0
2021-05-02,GOOG,158,1013.0,343,1082,403757.0
2021-05-03,GOOG,1069,365.0,788,1138,676278.0
2021-05-04,GOOG,1470,251.0,386,661,927162.0
2021-05-05,GOOG,1287,1040.0,311,846,207362.0
2021-05-06,GOOG,380,1188.0,230,275,242383.0
2021-05-07,GOOG,562,1126.0,839,1200,432313.0
2021-05-08,GOOG,1404,1129.0,1111,667,453962.0
